image,label
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_31.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_32.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_33.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_34.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_35.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_36.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_37.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_38.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_39.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_40.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_41.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_42.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_43.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_44.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_45.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_46.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_47.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_48.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_49.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_50.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_51.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_52.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_53.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_54.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_55.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_56.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_57.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_58.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_59.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_60.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_61.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_62.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_63.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_64.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_65.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_66.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_67.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_68.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_69.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_70.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_71.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_72.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_73.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_74.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_75.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_76.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_77.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_78.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_79.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/real0_80.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_0.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_1.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_2.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_3.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_4.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_5.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_6.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_7.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_8.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_9.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_10.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_11.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_12.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_13.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_14.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_15.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_16.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_17.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_18.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_19.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_20.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_21.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_22.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_23.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_24.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_25.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_26.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_27.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_28.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_31.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_32.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_33.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_34.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_35.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_36.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_37.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_38.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_39.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_40.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_41.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_42.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_43.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_44.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_45.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_46.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_47.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_48.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_49.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_50.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_51.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_52.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_53.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_54.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_55.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_56.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_57.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_58.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_59.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_60.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_61.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_62.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_63.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_64.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_65.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_66.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_67.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_68.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_69.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_70.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_71.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_72.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_73.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_74.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_75.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_76.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_77.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_78.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_79.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/033_80.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_0.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_1.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_2.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_3.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_4.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_5.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_6.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_7.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_8.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_9.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_10.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_11.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_12.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_13.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_14.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_15.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_16.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_17.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_18.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_19.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_20.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_21.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_22.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_23.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_24.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_25.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_26.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_27.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_28.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_31.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_32.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_33.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_34.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_35.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_36.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_37.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_38.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_39.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_40.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_41.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/035_42.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_0.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_1.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_2.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_3.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_4.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_5.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_6.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_7.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_8.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_9.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_10.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_11.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_12.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_13.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_14.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_15.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_16.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_17.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_18.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_19.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_20.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_21.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_22.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_23.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_24.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_25.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_26.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_27.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_28.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_31.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_32.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/036_33.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_0.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_1.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_2.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_3.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_4.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_5.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_6.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_7.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_8.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_9.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_10.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_11.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_12.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_13.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_14.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_15.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_16.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_17.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_18.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_19.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_20.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_21.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_22.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_23.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_24.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_25.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_26.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_27.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_28.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_31.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_32.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/044_33.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_0.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_1.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_2.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_3.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_4.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_5.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_6.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_7.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_8.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_9.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_10.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_11.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_12.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_13.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_14.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_15.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_16.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_17.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_18.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_19.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_20.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_21.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_22.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_23.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_24.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_25.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_26.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_27.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_28.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_31.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_32.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_33.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_34.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_35.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_36.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_37.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_38.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_39.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_40.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_41.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_42.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_43.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_44.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_45.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_46.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_47.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_48.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_49.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/046_50.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_0.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_1.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_2.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_3.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_4.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_5.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_6.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_7.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_8.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_9.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_10.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_11.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_12.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_13.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_14.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_15.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_16.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_17.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_18.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_19.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_20.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_21.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_22.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_23.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_24.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_25.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_26.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_27.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_28.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_29.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_30.jpg,0
/content/drive/MyDrive/Deepfake_Project/Processed/train/real/055_31.jpg,0
